Days,SC50,SC60,SC65
0,181.6,181.6,181.6
1,183.1,182.9,182.8
2,185.1,184.4,184.2
3,187.1,185.9,185.5
4,189.1,187.4,186.9
5,191.1,188.8,188.3
6,193.1,190.3,189.6
7,195.1,191.8,191
8,197.1,193.3,192.3
9,199.1,194.8,193.7
10,201.1,196.3,195
11,203.1,197.8,196.4
12,205.1,199.2,197.8
13,207.1,200.7,199.1
14,209.1,202.2,200.5
15,211.1,203.7,201.8
16,213.1,205.2,203.2
17,215.0,206.7,204.5
18,217.0,208.2,205.9
19,219.0,209.6,207.3
20,221.0,211.1,208.6
21,223.0,212.6,210
22,225.0,214.1,211.3
23,227.0,215.6,212.7
24,229.0,217.1,214
25,231.0,218.6,215.4
26,233.0,220,216.8
27,235.0,221.5,218.1
28,237.0,223,219.5
29,239.0,224.5,220.8
30,241.0,226,222.2
31,242.9,227.4,223.4
32,244.6,228.6,224.5
33,246.4,229.9,225.7
34,248.1,231.1,226.8
35,249.9,232.3,227.9
36,251.6,233.6,229
37,253.4,234.8,230.1
38,255.1,236.1,231.3
39,256.9,237.3,232.4
40,258.7,238.6,233.5
41,260.4,239.8,234.6
42,262.2,241.1,235.7
43,263.9,242.3,236.9
44,265.7,243.6,238
45,267.4,244.8,239.1
46,269.2,246.1,240.2
47,271.0,247.3,241.3
48,272.7,248.6,242.5
49,274.5,249.8,243.6
50,276.2,251.1,244.7
51,278.0,252.3,245.8
52,279.7,253.6,246.9
53,281.5,254.8,248.1
54,283.3,256.1,249.2
55,285.0,257.3,250.3
56,286.8,258.6,251.4
57,288.5,259.8,252.5
58,290.3,261.1,253.6
59,291.8,262.1,254.5
60,293.1,262.8,255.2
61,294.4,263.6,255.8
62,295.6,264.4,256.5
63,296.9,265.2,257.1
64,298.2,265.9,257.8
65,299.5,266.7,258.4
66,300.8,267.5,259
67,302.1,268.3,259.7
68,303.3,269,260.3
69,304.6,269.8,261
70,305.9,270.6,261.6
71,307.2,271.4,262.3
72,308.5,272.1,262.9
73,309.8,272.9,263.6
74,311.0,273.7,264.2
75,312.3,274.5,264.9
76,313.6,275.2,265.5
77,314.9,276,266.1
78,316.2,276.8,266.8
79,317.5,277.5,267.4
80,318.7,278.3,268.1
81,320.0,279.1,268.7
82,321.3,279.9,269.4
83,322.6,280.6,270
84,323.9,281.4,270.7
85,325.1,282.2,271.3
86,326.4,283,272
87,327.7,283.7,272.6
88,329.0,284.5,273.2
89,330.3,285.3,273.9
90,330.7,285.2,273.6
91,330.2,284.2,272.5
92,329.7,283.2,271.4
93,329.2,282.2,270.2
94,328.7,281.2,269.1
95,328.2,280.2,268
96,327.7,279.2,266.9
97,327.2,278.2,265.7
98,326.7,277.2,264.6
99,326.2,276.2,263.5
100,325.7,275.2,262.3
101,325.2,274.1,261.2
102,324.7,273.1,260.1
103,324.2,272.1,258.9
104,323.8,271.1,257.8
105,323.3,270.1,256.7
106,322.8,269.1,255.5
107,322.3,268.1,254.4
108,321.8,267.1,253.3
109,321.3,266.1,252.2
110,320.8,265.1,251
111,320.4,264.1,249.9
112,320.1,263.1,248.8
113,320.1,262.5,247.6
114,320.4,261.5,246.7
115,320.7,260.5,245.6
116,321.2,259.5,244.4
117,321.7,258.5,243.6
118,322.2,257.5,242.4
119,322.8,256.5,241.3
120,323.5,254.9,239.6
121,324.1,254.1,237.6
122,324.8,251.9,235.9
123,325.4,251.9,236
124,326.1,252.2,236.2
125,326.9,252.6,236.4
126,327.6,252.9,236.6
127,328.3,253.3,236.8
128,329.1,253.6,237
129,329.8,254,237.3
130,330.6,254.3,237.5
131,331.3,254.7,237.7
132,332.1,255,237.9
133,332.9,255.4,238.1
134,333.7,255.7,238.3
135,334.4,256.1,238.6
136,335.2,256.4,238.8
137,336.0,256.8,239
138,336.8,257.1,239.2
139,337.6,257.5,239.4
140,338.4,257.8,239.7
141,339.2,258.2,239.9
142,340.0,258.5,240.1
143,340.8,258.9,240.3
144,341.6,259.2,240.5
145,342.4,259.6,240.8
146,343.2,259.9,241
147,344.1,260.3,241.2
148,344.9,260.6,241.4
149,345.7,261,241.6
150,346.5,261.3,241.9
151,347.3,261.7,242.1
152,348.2,262,242.3
153,349.0,262.4,242.6
154,349.8,262.7,242.7
155,350.6,263.1,243
156,351.5,263.4,243.2
157,352.3,263.8,243.4
158,353.2,264.1,243.6
159,354.0,264.5,243.9
160,354.8,264.8,244.1
161,355.6,265.2,244.3
162,356.5,265.5,244.5
163,357.3,265.9,244.8
164,358.2,266.2,245
165,359.0,266.6,245.2
166,359.8,266.9,245.4
167,360.6,267.3,245.6
168,361.5,267.6,245.8
169,362.3,268,246.1
170,363.2,268.3,246.3
171,364.0,268.7,246.5
172,364.8,269,246.7
173,365.7,269.4,247
174,366.5,269.7,247.2
175,367.4,270.1,247.4
176,368.2,270.4,247.6
177,369.0,270.8,247.8
178,369.9,271.1,248.1
179,370.7,271.5,248.3
180,371.6,271.8,248.5
181,372.4,272.2,248.8
182,373.2,272.5,248.9
183,374.1,272.9,249.2
184,374.9,273.2,249.4
185,375.8,273.6,249.6
186,376.6,273.9,249.8
187,377.5,274.3,250.1
188,378.3,274.6,250.2
189,379.2,275,250.5
190,380.0,275.3,250.7
191,380.9,275.7,251
192,381.7,276,251.1
193,382.6,276.4,251.4
194,383.4,276.7,251.6
195,384.3,277.1,251.9
196,385.1,277.4,252
197,386.0,277.8,252.3
198,386.7,278.1,252.4
199,387.7,278.5,252.7
200,388.5,278.8,252.9
201,389.3,279.2,253.2
202,390.1,279.5,253.3
203,391.1,279.9,253.6
204,391.8,280.2,253.8
205,392.7,280.6,254.1
206,393.5,280.9,254.2
207,394.5,281.3,254.5
208,395.2,281.6,254.7
209,396.1,282,254.9
210,396.9,282.3,255.1
211,397.8,282.7,255.4
212,398.7,283,255.6
213,399.5,283.4,255.8
214,400.4,283.7,256
215,401.2,284,256.2
216,402.1,284.4,256.4
217,402.9,284.7,256.6
218,403.8,285.1,256.9
219,404.6,285.4,257.1
220,405.5,285.8,257.3
221,406.3,286.1,257.5
222,407.2,286.5,257.8
223,408.0,286.8,258
224,408.9,287.2,258.2
225,409.7,287.5,258.4
226,410.6,287.9,258.6
227,411.4,288.2,258.9
228,412.3,288.6,259.1
229,413.1,288.9,259.3
230,414.0,289.3,259.5
231,414.8,289.7,259.7
232,415.7,290,260
233,416.5,290.3,260.2
234,417.4,290.7,260.4
235,418.2,291,260.6
236,419.1,291.4,260.9
237,419.9,291.8,261.1
238,420.8,292.1,261.3
239,421.6,292.4,261.5
240,422.5,292.8,261.7
241,423.3,293.2,262
242,424.2,293.5,262.2
243,425.0,293.9,262.4
244,425.9,294.2,262.6
245,426.7,294.6,262.8
246,427.6,294.9,263.1
247,428.5,295.3,263.3
248,429.3,295.6,263.6
249,430.1,296,263.8
250,431.0,296.3,264
251,431.9,296.7,264.2
252,432.7,297,264.4
253,433.6,297.3,264.6
254,434.4,297.7,264.8
255,435.3,298.1,265.1
256,436.2,298.4,265.3
257,437.0,298.8,265.5
258,437.8,299.1,265.8
259,438.7,299.5,266
260,439.6,299.8,266.2
261,440.4,300.2,266.4
262,441.2,300.5,266.6
263,442.1,300.9,266.9
264,443.0,301.2,267.1
265,443.8,301.6,267.3
266,444.7,301.9,267.5
267,445.5,302.3,267.8
268,446.4,302.6,268
269,447.3,303,268.2
270,448.1,303.3,268.4
271,448.9,303.7,268.6
272,449.8,304,268.8
273,450.9,304.6,269.3
274,452.1,305.3,269.9
275,453.4,306.1,270.5
276,454.6,306.8,271.1
277,455.9,307.6,271.7
278,457.1,308.3,272.3
279,458.4,309.1,272.9
280,459.6,309.8,273.6
281,460.9,310.5,274.2
282,462.1,311.3,274.8
283,463.4,312,275.4
284,464.6,312.8,276
285,465.9,313.5,276.6
286,467.1,314.2,277.2
287,468.4,315,277.8
288,469.6,315.7,278.5
289,470.9,316.5,279.1
290,472.1,317.2,279.7
291,473.4,318,280.3
292,474.6,318.7,280.9
293,475.9,319.4,281.5
294,477.1,320.2,282.1
295,478.4,320.9,282.7
296,479.6,321.7,283.4
297,480.9,322.4,284
298,482.1,323.1,284.6
299,483.4,323.9,285.2
300,484.6,324.6,285.8
301,485.9,325.4,286.4
302,487.1,326.1,287
303,488.4,326.8,287.6
304,489.9,327.9,288.5
305,491.7,329.2,289.7
306,493.6,330.5,290.9
307,495.4,331.9,292.1
308,497.2,333.2,293.3
309,499.1,334.5,294.5
310,500.9,335.8,295.7
311,502.7,337.2,296.9
312,504.6,338.5,298.1
313,506.4,339.8,299.3
314,508.2,341.1,300.5
315,510.1,342.5,301.7
316,511.9,343.8,302.9
317,513.7,345.1,304.1
318,515.6,346.4,305.3
319,517.4,347.8,306.5
320,519.2,349.1,307.7
321,521.1,350.4,308.9
322,522.9,351.7,310.1
323,524.7,353.1,311.3
324,526.6,354.4,312.5
325,528.4,355.7,313.7
326,530.2,357,314.9
327,532.1,358.4,316.1
328,533.9,359.7,317.3
329,535.7,361,318.5
330,537.6,362.3,319.7
331,539.4,363.7,320.9
332,541.2,365,322.1
333,543.1,366.3,323.3
334,544.9,367.6,324.4
335,546.7,368.9,325.6
336,548.5,370.2,326.7
337,550.3,371.5,327.9
338,552.1,372.8,329
339,553.8,374.1,330.2
340,555.6,375.3,331.4
341,557.4,376.6,332.5
342,559.2,377.9,333.7
343,561.0,379.2,334.8
344,562.8,380.5,336
345,564.6,381.8,337.1
346,566.4,383,338.3
347,568.2,384.3,339.4
348,570.0,385.6,340.6
349,571.8,386.9,341.8
350,573.6,388.2,342.9
351,575.3,389.5,344.1
352,577.1,390.7,345.2
353,578.9,392,346.4
354,580.7,393.3,347.5
355,582.5,394.6,348.7
356,584.3,395.9,349.8
357,586.1,397.2,351
358,587.9,398.4,352.1
359,589.7,399.7,353.3
360,591.5,401,354.5
361,593.3,402.3,355.6
362,595.1,403.6,356.8
363,596.8,404.9,357.9
364,598.6,406.1,359.1
365,600.5,407.5,360.3
366,602.5,409,361.7
367,604.5,410.5,363
368,606.5,412,364.4
369,608.5,413.5,365.8
370,610.5,415,367.1
371,612.5,416.5,368.5
372,614.5,417.9,369.8
373,616.5,419.4,371.2
374,618.5,420.9,372.5
375,620.5,422.4,373.9
376,622.5,423.9,375.3
377,624.5,425.4,376.6
378,626.5,426.9,378
379,628.4,428.3,379.3
380,630.4,429.8,380.7
381,632.4,431.3,382.1
382,634.4,432.8,383.4
383,636.4,434.3,384.8
384,638.4,435.8,386.1
385,640.4,437.3,387.5
386,642.4,438.7,388.8
387,644.4,440.2,390.2
388,646.4,441.7,391.6
389,648.4,443.2,392.9
390,650.4,444.7,394.3
391,652.4,446.2,395.6
392,654.4,447.7,397
393,656.4,449.2,398.3
394,658.4,450.6,399.7
395,660.4,452.1,401.1
396,662.2,453.5,402.3
397,664.0,454.8,403.4
398,665.7,456,404.5
399,667.5,457.2,405.7
400,669.3,458.5,406.8
401,671.0,459.7,407.9
402,672.8,461,409
403,674.5,462.2,410.1
404,676.3,463.5,411.3
405,678.0,464.7,412.4
406,679.8,466,413.5
407,681.5,467.2,414.6
408,683.3,468.5,415.7
409,685.1,469.7,416.9
410,686.8,471,418
411,688.6,472.2,419.1
412,690.3,473.5,420.2
413,692.1,474.7,421.3
414,693.8,476,422.5
415,695.6,477.2,423.6
416,697.4,478.5,424.7
417,699.1,479.7,425.8
418,700.9,481,426.9
419,702.6,482.2,428.1
420,704.4,483.5,429.2
421,706.1,484.7,430.3
422,707.9,486,431.4
423,709.6,487.2,432.5
424,711.2,488.2,433.4
425,712.4,489,434.1
426,713.7,489.8,434.7
427,715.0,490.6,435.4
428,716.3,491.3,436
429,717.6,492.1,436.6
430,718.9,492.9,437.3
431,720.1,493.7,437.9
432,721.4,494.4,438.6
433,722.7,495.2,439.2
434,724.0,496,439.9
435,725.3,496.8,440.5
436,726.6,497.5,441.2
437,727.8,498.3,441.8
438,729.1,499.1,442.5
439,730.4,499.9,443.1
440,731.7,500.6,443.7
441,733.0,501.4,444.4
442,734.2,502.2,445
443,735.5,503,445.7
444,736.8,503.7,446.3
445,738.1,504.5,447
446,739.4,505.3,447.6
447,740.7,506,448.3
448,741.9,506.8,448.9
449,743.2,507.6,449.6
450,744.5,508.4,450.2
451,745.8,509.1,450.9
452,747.1,509.9,451.5
453,748.3,510.7,452.1
454,749.6,511.5,452.8
455,750.1,511.4,452.5
456,749.6,510.4,451.4
457,749.1,509.4,450.3
458,748.6,508.4,449.2
459,748.1,507.3,448
460,747.6,506.3,446.9
461,747.1,505.3,445.8
462,746.6,504.3,444.6
463,746.1,503.3,443.5
464,745.6,502.3,442.4
465,745.1,501.3,441.2
466,744.7,500.4,440.1
467,744.2,499.4,439
468,743.7,498.4,437.8
469,743.2,497.4,436.7
470,742.7,496.4,435.6
471,742.2,495.4,434.5
472,741.7,494.4,433.3
473,741.2,493.4,432.2
474,740.7,492.4,431.1
475,740.2,491.4,430
476,739.7,490.4,428.9
477,739.2,489.4,427.7
478,738.7,488.4,426.6
479,738.2,487.4,425.5
480,738.5,486.8,424.4
481,738.0,485.8,423.2
482,737.5,484.8,422.1
483,737.1,484.5,421
484,736.6,483.5,420.7
485,736.7,481.9,419
486,735.3,480.8,416.9
487,733.7,478.8,416.3
488,733.1,477.5,414.7
489,734.0,477.9,414.8
490,734.8,478.2,415
491,735.7,478.6,415.2
492,736.5,478.9,415.4
493,737.4,479.3,415.6
494,738.3,479.6,415.9
495,739.1,480,416.1
496,740.0,480.3,416.3
497,740.8,480.7,416.5
498,741.7,481,416.7
499,742.5,481.4,416.9
500,743.4,481.7,417.2
501,744.2,482,417.4
502,745.1,482.4,417.6
503,746.0,482.7,417.8
504,746.8,483.1,418
505,747.7,483.4,418.3
506,748.5,483.8,418.5
507,749.4,484.1,418.7
508,750.2,484.5,418.9
509,751.1,484.8,419.1
510,752.0,485.2,419.4
511,752.8,485.5,419.6
512,753.7,485.9,419.8
513,754.5,486.2,420
514,755.4,486.6,420.2
515,756.2,486.9,420.5
516,757.2,487.4,420.7
517,757.9,487.6,420.9
518,758.9,488,421.2
519,759.7,488.3,421.3
520,760.6,488.7,421.6
521,761.4,489,421.8
522,762.3,489.4,422.1
523,763.1,489.8,422.2
524,764.0,490.1,422.5
525,764.8,490.5,422.7
526,765.7,490.8,422.9
527,766.5,491.2,423.1
528,767.4,491.5,423.4
529,768.3,491.9,423.6
530,769.1,492.2,423.8
531,770.0,492.6,424
532,770.9,492.9,424.3
533,771.7,493.3,424.5
534,772.6,493.6,424.7
535,773.4,494,424.9
536,774.3,494.3,425.1
537,775.1,494.7,425.4
538,776.0,495,425.6
539,776.8,495.4,425.8
540,777.7,495.7,426
541,778.6,496.1,426.2
542,779.4,496.4,426.5
543,780.3,496.8,426.7
544,781.1,497.1,426.9
545,782.0,497.5,427.1
546,782.9,497.8,427.4
547,783.7,498.2,427.5
548,784.6,498.5,427.8
549,785.4,498.9,428
550,786.3,499.2,428.3
551,787.1,499.6,428.4
552,788.0,499.9,428.7
553,788.8,500.3,428.9
554,789.7,500.6,429.2
555,790.5,501,429.3
556,791.5,501.3,429.6
557,792.3,501.7,429.8
558,793.2,502,430
559,794.0,502.4,430.2
560,794.9,502.7,430.5
561,795.7,503.1,430.7
562,796.6,503.4,430.9
563,797.4,503.8,431.2
564,798.3,504.1,431.3
565,799.1,504.5,431.6
566,800.0,504.8,431.8
567,800.8,505.2,432
568,801.8,505.5,432.2
569,802.6,505.9,432.5
570,803.5,506.2,432.6
571,804.3,506.6,432.9
572,805.2,506.9,433.1
573,806.0,507.3,433.4
574,806.9,507.6,433.5
575,807.7,508,433.8
576,808.6,508.3,434
577,809.4,508.7,434.2
578,810.3,509,434.4
579,811.1,509.4,434.6
580,812.0,509.7,434.9
581,812.8,510.1,435.1
582,813.7,510.4,435.3
583,814.6,510.8,435.5
584,815.4,511.1,435.7
585,816.3,511.5,436
586,817.1,511.8,436.2
587,818.0,512.2,436.4
588,818.8,512.5,436.6
589,819.7,512.9,436.8
590,820.6,513.2,437.1
591,821.4,513.6,437.3
592,822.3,513.9,437.5
593,823.1,514.3,437.7
594,824.0,514.6,438
595,824.8,515,438.2
596,825.7,515.3,438.4
597,826.6,515.7,438.6
598,827.4,516,438.9
599,828.3,516.4,439.1
600,829.1,516.7,439.3
601,830.0,517.1,439.5
602,830.9,517.4,439.7
603,831.7,517.8,440
604,832.6,518.1,440.2
605,833.4,518.5,440.4
606,834.3,518.8,440.6
607,835.2,519.2,440.8
608,836.0,519.6,441.1
609,836.9,519.9,441.3
610,837.7,520.3,441.5
611,838.6,520.6,441.7
612,839.5,521,442
613,840.3,521.3,442.2
614,841.2,521.7,442.4
615,842.0,522,442.7
616,842.9,522.4,442.9
617,843.7,522.8,443.1
618,844.6,523.1,443.3
619,845.4,523.4,443.5
620,846.3,523.8,443.8
621,847.2,524.1,444
622,848.1,524.5,444.2
623,848.9,524.8,444.4
624,849.7,525.2,444.6
625,850.6,525.5,444.9
626,851.5,525.9,445.1
627,852.3,526.2,445.3
628,853.2,526.6,445.5
629,854.1,526.9,445.7
630,854.9,527.3,446
631,855.7,527.6,446.2
632,856.6,528,446.4
633,857.5,528.3,446.7
634,858.4,528.7,446.9
635,859.2,529,447.1
636,860.0,529.4,447.3
637,860.9,529.8,447.5
638,862.0,530.3,447.9
639,863.2,531,448.6
640,864.5,531.7,449.2
641,865.7,532.5,449.8
642,867.0,533.2,450.4
643,868.2,534,451
644,869.5,534.7,451.6
645,870.7,535.4,452.2
646,872.0,536.2,452.9
647,873.2,536.9,453.5
648,874.5,537.7,454.1
649,875.7,538.4,454.7
650,876.9,539.2,455.3
651,878.2,539.9,455.9
652,879.4,540.6,456.5
653,880.7,541.4,457.1
654,881.9,542.1,457.8
655,883.2,542.9,458.4
656,884.4,543.6,459
657,885.7,544.4,459.6
658,886.9,545.1,460.2
659,888.2,545.8,460.8
660,889.4,546.6,461.4
661,890.7,547.3,462
662,891.9,548.1,462.7
663,893.2,548.8,463.3
664,894.4,549.5,463.9
665,895.7,550.3,464.5
666,896.9,551,465.1
667,898.2,551.8,465.7
668,899.4,552.5,466.3
669,901.0,553.5,467.2
670,902.8,554.9,468.4
671,904.6,556.2,469.6
672,906.5,557.5,470.8
673,908.3,558.9,472
674,910.1,560.2,473.2
675,912.0,561.5,474.4
676,913.8,562.8,475.6
677,915.6,564.2,476.8
678,917.5,565.5,478
679,919.3,566.8,479.2
680,921.1,568.1,480.4
681,923.0,569.5,481.6
682,924.8,570.8,482.8
683,926.6,572.1,484
684,928.5,573.4,485.2
685,930.3,574.8,486.4
686,932.1,576.1,487.6
687,934.0,577.4,488.8
688,935.8,578.7,490
689,937.6,580.1,491.2
690,939.5,581.4,492.4
691,941.3,582.7,493.6
692,943.1,584.1,494.8
693,945.0,585.4,496
694,946.8,586.7,497.2
695,948.6,588,498.4
696,950.5,589.4,499.6
697,952.3,590.7,500.8
698,954.1,592,502
699,956.0,593.3,503.1
700,957.7,594.6,504.3
701,959.5,595.9,505.5
702,961.3,597.2,506.6
703,963.1,598.5,507.8
704,964.9,599.7,508.9
705,966.7,601,510.1
706,968.5,602.3,511.2
707,970.3,603.6,512.4
708,972.1,604.9,513.5
709,973.9,606.2,514.7
710,975.7,607.4,515.9
711,977.4,608.7,517
712,979.2,610,518.2
713,981.0,611.3,519.3
714,982.8,612.6,520.5
715,984.6,613.9,521.6
716,986.4,615.2,522.8
717,988.2,616.4,523.9
718,990.0,617.7,525.1
719,991.8,619,526.3
720,993.6,620.3,527.4
721,995.4,621.6,528.6
722,997.2,622.9,529.7
723,998.9,624.1,530.9
724,1001.0,625.4,532
725,1003.0,626.7,533.2
726,1004.0,628,534.3
727,1006.0,629.3,535.5
728,1008.0,630.6,536.7
729,1010.0,631.8,537.8
730,1012.0,633.2,539.1
731,1014.0,634.7,540.4
732,1016.0,636.2,541.8
733,1018.0,637.7,543.1
734,1020.0,639.2,544.5
735,1022.0,640.7,545.9
736,1024.0,642.2,547.2
737,1026.0,643.6,548.6
738,1028.0,645.1,549.9
739,1030.0,646.6,551.3
740,1032.0,648.1,552.6
741,1034.0,649.6,554
742,1036.0,651.1,555.4
743,1038.0,652.6,556.7
744,1040.0,654.1,558.1
745,1041.0,655.5,559.4
746,1043.0,657,560.8
747,1045.0,658.5,562.2
748,1047.0,660,563.5
749,1049.0,661.5,564.9
750,1051.0,663,566.2
751,1053.0,664.5,567.6
752,1055.0,665.9,568.9
753,1057.0,667.4,570.3
754,1059.0,668.9,571.7
755,1061.0,670.4,573
756,1063.0,671.9,574.4
757,1065.0,673.4,575.7
758,1067.0,674.9,577.1
759,1069.0,676.4,578.5
760,1071.0,677.8,579.8
761,1073.0,679.2,581
762,1075.0,680.5,582.2
763,1077.0,681.7,583.3
764,1079.0,683,584.4
765,1080.0,684.2,585.5
766,1082.0,685.5,586.7
767,1084.0,686.7,587.8
768,1086.0,688,588.9
769,1087.0,689.2,590
770,1089.0,690.5,591.1
771,1091.0,691.7,592.3
772,1093.0,693,593.4
773,1094.0,694.2,594.5
774,1096.0,695.5,595.6
775,1098.0,696.7,596.7
776,1100.0,698,597.9
777,1101.0,699.2,599
778,1103.0,700.5,600.1
779,1105.0,701.7,601.2
780,1107.0,702.9,602.3
781,1108.0,704.2,603.5
782,1110.0,705.4,604.6
783,1112.0,706.7,605.7
784,1114.0,707.9,606.8
785,1115.0,709.2,607.9
786,1117.0,710.4,609.1
787,1119.0,711.7,610.2
788,1121.0,712.9,611.3
789,1122.0,714.2,612.4
790,1124.0,715.2,613.3
791,1125.0,716,613.9
792,1127.0,716.8,614.6
793,1128.0,717.5,615.2
794,1129.0,718.3,615.9
795,1130.0,719.1,616.5
796,1132.0,719.9,617.2
797,1133.0,720.6,617.8
798,1134.0,721.4,618.5
799,1136.0,722.2,619.1
800,1137.0,723,619.8
801,1138.0,723.7,620.4
802,1139.0,724.5,621.1
803,1141.0,725.3,621.7
804,1142.0,726.1,622.4
805,1143.0,726.8,623
806,1144.0,727.6,623.6
807,1146.0,728.4,624.3
808,1147.0,729.2,624.9
809,1148.0,729.9,625.6
810,1150.0,730.7,626.2
811,1151.0,731.5,626.9
812,1152.0,732.3,627.5
813,1153.0,733,628.2
814,1155.0,733.8,628.8
815,1156.0,734.6,629.5
816,1157.0,735.4,630.1
817,1159.0,736.1,630.8
818,1160.0,736.9,631.4
819,1161.0,737.7,632
820,1162.0,738.5,632.7
821,1163.0,738.3,632.4
822,1162.0,737.3,631.3
823,1162.0,736.3,630.2
824,1161.0,735.3,629.1
825,1161.0,734.3,627.9
826,1160.0,733.3,626.8
827,1160.0,732.3,625.7
828,1159.0,731.3,624.5
829,1159.0,730.3,623.4
830,1158.0,729.3,622.3
831,1158.0,728.3,621.1
832,1157.0,727.3,620
833,1157.0,726.3,618.9
834,1156.0,725.3,617.8
835,1156.0,724.3,616.6
836,1155.0,723.3,615.5
837,1155.0,722.3,614.4
838,1154.0,721.3,613.2
839,1154.0,720.3,612.1
840,1153.0,719.3,611
841,1153.0,718.4,609.9
842,1152.0,717.4,608.7
843,1152.0,716.4,607.6
844,1151.0,715.4,606.5
845,1151.0,714.4,605.4
846,1150.0,713.5,604.3
847,1150.0,712.5,603.4
848,1149.0,711.5,603
849,1149.0,710.5,602.9
850,1148.0,709.9,602.8
851,1147.0,708.3,602.8
852,1146.0,706.1,602.7
853,1144.0,705,602.8
854,1142.0,705.2,602.8
855,1141.0,705.5,602.9
856,1139.0,705.9,602.9
857,1137.0,706.2,603
858,1136.0,706.6,603.1
859,1134.0,706.9,603.2
860,1132.0,707.2,603.3
861,1131.0,707.6,603.5
862,1129.0,707.9,603.6
863,1127.0,708.3,603.7
864,1126.0,708.6,603.9
865,1124.0,709,604
866,1122.0,709.3,604.2
867,1121.0,709.7,604.3
868,1119.0,710,604.4
869,1117.0,710.4,604.6
870,1116.0,710.7,604.7
871,1114.0,711.1,604.9
872,1112.0,711.4,605.1
873,1110.0,711.8,605.2
874,1109.0,712.1,605.4
875,1107.0,712.5,605.6
876,1105.0,712.8,605.8
877,1104.0,713.2,605.9
878,1102.0,713.5,606.1
879,1100.0,713.9,606.3
880,1099.0,714.2,606.5
881,1097.0,714.6,606.7
882,1096.0,715,606.9
883,1094.0,715.3,607.1
884,1093.0,715.7,607.2
885,1092.0,716,607.4
886,1090.0,716.4,607.6
887,1089.0,716.7,607.8
888,1088.0,717.1,608
889,1086.0,717.4,608.2
890,1085.0,717.8,608.4
891,1084.0,718.1,608.6
892,1083.0,718.5,608.8
893,1081.0,718.8,609
894,1080.0,719.2,609.2
895,1079.0,719.5,609.4
896,1077.0,719.9,609.6
897,1076.0,720.2,609.8
898,1075.0,720.6,610
899,1073.0,720.9,610.2
900,1072.0,721.3,610.4
901,1071.0,721.6,610.6
902,1070.0,722,610.8
903,1068.0,722.3,611
904,1067.0,722.7,611.2
905,1066.0,723,611.4
906,1064.0,723.4,611.6
907,1063.0,723.7,611.8
908,1062.0,724.1,612
909,1060.0,724.4,612.2
910,1059.0,724.8,612.4
911,1058.0,725.1,612.6
912,1057.0,725.5,612.9
913,1056.0,725.8,613
914,1055.0,726.2,613.2
915,1054.0,726.5,613.4
916,1053.0,726.9,613.7
917,1052.0,727.2,613.8
918,1051.0,727.6,614.1
919,1050.0,727.9,614.2
920,1049.0,728.3,614.5
921,1048.0,728.6,614.7
922,1047.0,729,614.9
923,1046.0,729.3,615.1
924,1045.0,729.7,615.3
925,1044.0,730,615.5
926,1043.0,730.4,615.8
927,1042.0,730.7,615.9
928,1041.0,731.1,616.2
929,1040.0,731.4,616.3
930,1039.0,731.8,616.6
931,1038.0,732.1,616.8
932,1037.0,732.5,617
933,1036.0,732.8,617.2
934,1035.0,733.2,617.5
935,1034.0,733.5,617.6
936,1033.0,733.9,617.9
937,1032.0,734.2,618
938,1031.0,734.6,618.3
939,1030.0,734.9,618.5
940,1029.0,735.3,618.7
941,1028.0,735.6,618.9
942,1027.0,736,619.2
943,1026.0,736.3,619.3
944,1026.0,736.7,619.5
945,1026.0,737,619.8
946,1025.0,737.4,620
947,1025.0,737.7,620.2
948,1025.0,738.1,620.4
949,1025.0,738.4,620.6
950,1025.0,738.8,620.8
951,1024.0,739.1,621
952,1024.0,739.5,621.3
953,1024.0,739.8,621.5
954,1024.0,740.2,621.7
955,1024.0,740.5,621.9
956,1023.0,740.9,622.1
957,1023.0,741.2,622.3
958,1023.0,741.6,622.6
959,1023.0,741.9,622.8
960,1023.0,742.3,623
961,1022.0,742.6,623.2
962,1022.0,743,623.4
963,1022.0,743.4,623.6
964,1022.0,743.7,623.8
965,1022.0,744,624.1
966,1021.0,744.4,624.3
967,1021.0,744.8,624.5
968,1021.0,745.1,624.7
969,1021.0,745.5,624.9
970,1021.0,745.8,625.1
971,1020.0,746.2,625.3
972,1020.0,746.5,625.6
973,1020.0,746.9,625.8
974,1020.0,747.3,626
975,1021.0,747.6,626.2
976,1021.0,747.9,626.4
977,1022.0,748.3,626.7
978,1023.0,748.6,626.9
979,1023.0,749,627.1
980,1024.0,749.3,627.3
981,1024.0,749.7,627.5
982,1025.0,750.1,627.7
983,1026.0,750.4,628
984,1026.0,750.7,628.2
985,1027.0,751.1,628.4
986,1027.0,751.4,628.6
987,1028.0,751.8,628.8
988,1029.0,752.1,629
989,1029.0,752.5,629.3
990,1030.0,752.9,629.5
991,1031.0,753.2,629.7
992,1031.0,753.5,629.9
993,1032.0,753.9,630.1
994,1032.0,754.2,630.3
995,1033.0,754.6,630.6
996,1034.0,754.9,630.8
997,1034.0,755.3,631
998,1035.0,755.7,631.2
999,1035.0,756,631.5
1000,1036.0,756.4,631.7
1001,1037.0,756.7,631.9
1002,1037.0,757.1,632.1
1003,1038.0,757.4,632.3
1004,1039.0,758,632.8
1005,1040.0,758.7,633.4
