Days,SC50,SC60,SC65
2835,1130.0,1130,934.6
2836,1131.0,1131,935.2
2837,1133.0,1133,935.9
2838,1134.0,1134,936.5
2839,1135.0,1135,937.1
2840,1136.0,1136,937.7
2841,1138.0,1138,938.3
2842,1139.0,1139,938.9
2843,1140.0,1140,939.6
2844,1141.0,1141,940.2
2845,1143.0,1143,940.8
2846,1144.0,1144,941.4
2847,1145.0,1145,942
2848,1146.0,1146,942.6
2849,1148.0,1148,943.3
2850,1149.0,1149,943.9
2851,1150.0,1150,944.5
2852,1151.0,1151,945.1
2853,1153.0,1153,945.7
2854,1154.0,1154,946.3
2855,1155.0,1155,946.9
2856,1156.0,1156,947.6
2857,1158.0,1158,948.2
2858,1159.0,1159,948.8
2859,1160.0,1160,949.4
2860,1161.0,1161,950
2861,1163.0,1163,950.9
2862,1165.0,1165,952.1
2863,1167.0,1167,953.3
2864,1168.0,1168,954.5
2865,1170.0,1170,955.7
2866,1172.0,1172,956.9
2867,1174.0,1174,958.1
2868,1176.0,1176,959.3
2869,1178.0,1178,960.5
2870,1180.0,1180,961.7
2871,1181.0,1181,962.9
2872,1183.0,1183,964.1
2873,1185.0,1185,965.3
2874,1187.0,1187,966.5
2875,1189.0,1189,967.7
2876,1191.0,1191,968.9
2877,1192.0,1192,970.1
2878,1194.0,1194,971.3
2879,1196.0,1196,972.5
2880,1198.0,1198,973.7
2881,1200.0,1200,974.9
2882,1202.0,1202,976.1
2883,1203.0,1203,977.3
2884,1205.0,1205,978.5
2885,1207.0,1207,979.7
2886,1209.0,1209,980.9
2887,1211.0,1211,982.1
2888,1213.0,1213,983.3
2889,1214.0,1214,984.5
2890,1216.0,1216,985.7
2891,1218.0,1218,986.9
2892,1220.0,1220,988.1
2893,1222.0,1222,989.2
2894,1223.0,1223,990.4
2895,1225.0,1225,991.6
2896,1227.0,1227,992.7
2897,1229.0,1229,993.9
2898,1231.0,1231,995
2899,1232.0,1232,996.2
2900,1234.0,1234,997.3
2901,1236.0,1236,998.5
2902,1238.0,1238,999.7
2903,1240.0,1240,1001
2904,1241.0,1241,1002
2905,1243.0,1243,1003
2906,1245.0,1245,1004
2907,1247.0,1247,1005
2908,1248.0,1248,1007
2909,1248.0,1248,1008
2910,1248.0,1248,1009
2911,1248.0,1248,1010
2912,1248.0,1248,1011
2913,1248.0,1248,1012
2914,1248.0,1248,1014
2915,1248.0,1248,1015
2916,1248.0,1248,1016
2917,1248.0,1248,1017
2918,1248.0,1248,1018
2919,1248.0,1248,1019
2920,1248.0,1248,1021
2921,1248.0,1248,1022
2922,1248.0,1248,1023
2923,1248.0,1248,1024
2924,1248.0,1248,1026
2925,1248.0,1248,1027
2926,1248.0,1248,1028
2927,1248.0,1248,1030
2928,1248.0,1248,1031
2929,1248.0,1248,1032
2930,1248.0,1248,1034
2931,1248.0,1248,1035
2932,1248.0,1248,1037
2933,1248.0,1248,1038
2934,1248.0,1248,1039
2935,1248.0,1248,1041
2936,1248.0,1248,1042
2937,1248.0,1248,1043
2938,1248.0,1248,1045
2939,1248.0,1248,1046
2940,1248.0,1248,1047
2941,1248.0,1248,1049
2942,1248.0,1248,1050
2943,1248.0,1248,1052
2944,1248.0,1248,1053
2945,1248.0,1248,1054
2946,1248.0,1248,1056
2947,1248.0,1248,1057
2948,1248.0,1248,1058
2949,1248.0,1248,1060
2950,1248.0,1248,1061
2951,1248.0,1248,1062
2952,1248.0,1248,1064
2953,1248.0,1248,1065
2954,1248.0,1248,1066
2955,1248.0,1248,1067
2956,1248.0,1248,1068
2957,1248.0,1248,1070
2958,1248.0,1248,1071
2959,1248.0,1248,1072
2960,1248.0,1248,1073
2961,1248.0,1248,1074
2962,1248.0,1248,1075
2963,1248.0,1248,1076
2964,1248.0,1248,1077
2965,1248.0,1248,1078
2966,1248.0,1248,1080
2967,1248.0,1248,1081
2968,1248.0,1248,1082
2969,1248.0,1248,1083
2970,1248.0,1248,1084
2971,1248.0,1248,1085
2972,1248.0,1248,1086
2973,1248.0,1248,1087
2974,1248.0,1248,1089
2975,1248.0,1248,1090
2976,1248.0,1248,1091
2977,1248.0,1248,1092
2978,1248.0,1248,1093
2979,1248.0,1248,1094
2980,1248.0,1248,1095
2981,1248.0,1248,1096
2982,1248.0,1248,1097
2983,1248.0,1248,1098
2984,1248.0,1248,1098
2985,1248.0,1248,1099
2986,1248.0,1248,1099
2987,1248.0,1248,1100
2988,1248.0,1248,1101
2989,1248.0,1248,1101
2990,1248.0,1248,1102
2991,1248.0,1248,1103
2992,1248.0,1248,1103
2993,1248.0,1248,1104
2994,1248.0,1248,1105
2995,1248.0,1248,1105
2996,1248.0,1248,1106
2997,1248.0,1248,1107
2998,1248.0,1248,1107
2999,1248.0,1248,1108
3000,1248.0,1248,1109
3001,1248.0,1248,1109
3002,1248.0,1248,1110
3003,1248.0,1248,1111
3004,1248.0,1248,1111
3005,1248.0,1248,1112
3006,1248.0,1248,1112
3007,1248.0,1248,1113
3008,1248.0,1248,1114
3009,1248.0,1248,1114
3010,1248.0,1248,1115
3011,1248.0,1248,1116
3012,1248.0,1248,1115
3013,1247.0,1247,1114
3014,1247.0,1247,1113
3015,1246.0,1246,1112
3016,1246.0,1246,1111
3017,1245.0,1245,1110
3018,1245.0,1245,1109
3019,1244.0,1244,1108
3020,1244.0,1244,1106
3021,1243.0,1243,1105
3022,1243.0,1243,1104
3023,1242.0,1242,1103
3024,1242.0,1242,1102
3025,1241.0,1241,1101
3026,1241.0,1241,1100
3027,1240.0,1240,1099
3028,1240.0,1240,1097
3029,1239.0,1239,1096
3030,1239.0,1239,1095
3031,1238.0,1238,1094
3032,1238.0,1238,1093
3033,1237.0,1237,1092
3034,1237.0,1237,1091
3035,1236.0,1236,1090
3036,1236.0,1236,1088
3037,1235.0,1235,1087
3038,1235.0,1235,1086
3039,1234.0,1234,1085
3040,1234.0,1234,1084
3041,1233.0,1233,1083
3042,1232.0,1232,1081
3043,1231.0,1231,1079
3044,1229.0,1229,1076
3045,1227.0,1227,1074
3046,1226.0,1226,1072
3047,1224.0,1224,1070
3048,1222.0,1222,1067
3049,1221.0,1221,1065
3050,1219.0,1219,1063
3051,1217.0,1217,1060
3052,1216.0,1216,1058
3053,1214.0,1214,1056
3054,1212.0,1212,1053
3055,1211.0,1211,1051
3056,1209.0,1209,1049
3057,1207.0,1207,1046
3058,1206.0,1206,1044
3059,1204.0,1204,1042
3060,1202.0,1202,1039
3061,1201.0,1201,1037
3062,1199.0,1199,1035
3063,1197.0,1197,1033
3064,1196.0,1196,1030
3065,1194.0,1194,1028
3066,1192.0,1192,1026
3067,1191.0,1191,1023
3068,1189.0,1189,1021
3069,1187.0,1187,1019
3070,1186.0,1186,1016
3071,1184.0,1184,1014
3072,1182.0,1182,1012
3073,1181.0,1181,1010
3074,1179.0,1179,1008
3075,1178.0,1178,1006
3076,1177.0,1177,1004
3077,1175.0,1175,1002
3078,1174.0,1174,1000
3079,1173.0,1173,998.1
3080,1172.0,1172,996.2
3081,1170.0,1170,994.2
3082,1169.0,1169,992.3
3083,1168.0,1168,990.4
3084,1166.0,1166,988.4
3085,1165.0,1165,986.5
3086,1164.0,1164,984.6
3087,1162.0,1162,982.7
3088,1161.0,1161,980.7
3089,1160.0,1160,978.8
3090,1159.0,1159,976.9
3091,1157.0,1157,974.9
3092,1156.0,1156,973
3093,1155.0,1155,971.1
3094,1153.0,1153,969.2
3095,1152.0,1152,967.2
3096,1151.0,1151,965.3
3097,1149.0,1149,963.4
3098,1148.0,1148,961.4
3099,1147.0,1147,959.5
3100,1146.0,1146,957.6
3101,1144.0,1144,955.6
3102,1143.0,1143,953.7
3103,1142.0,1142,951.9
3104,1141.0,1141,950.3
3105,1140.0,1140,948.7
3106,1139.0,1139,947
3107,1138.0,1138,945.4
3108,1137.0,1137,943.8
3109,1136.0,1136,942.1
3110,1135.0,1135,940.5
3111,1134.0,1134,938.9
3112,1133.0,1133,937.2
3113,1132.0,1132,935.6
3114,1131.0,1131,934
3115,1130.0,1130,932.3
3116,1129.0,1129,932.7
3117,1128.0,1128,931.1
3118,1127.0,1127,929.4
3119,1126.0,1126,927.8
3120,1125.0,1125,926.2
3121,1124.0,1124,924.5
3122,1123.0,1123,924.4
3123,1122.0,1122,922.8
3124,1121.0,1121,922.3
3125,1120.0,1120,920.7
3126,1119.0,1119,919.4
3127,1118.0,1118,919.4
3128,1117.0,1117,919.6
3129,1116.0,1116,919.8
3130,1115.0,1115,920
3131,1114.0,1114,920.2
3132,1113.0,1113,920.4
3133,1112.0,1112,920.6
3134,1111.0,1111,920.8
3135,1111.0,1111,921
3136,1111.0,1111,921.2
3137,1111.0,1111,921.5
3138,1110.0,1110,921.7
3139,1110.0,1110,921.9
3140,1110.0,1110,922.1
3141,1110.0,1110,922.4
3142,1110.0,1110,922.6
3143,1109.0,1109,922.8
3144,1109.0,1109,923
3145,1109.0,1109,923.2
3146,1109.0,1109,923.5
3147,1109.0,1109,923.7
3148,1108.0,1108,923.9
3149,1108.0,1108,924.1
3150,1108.0,1108,924.4
3151,1108.0,1108,924.6
3152,1108.0,1108,924.8
3153,1107.0,1107,925
3154,1107.0,1107,925.3
3155,1107.0,1107,925.5
3156,1107.0,1107,925.7
3157,1107.0,1107,925.9
3158,1106.0,1106,926.1
3159,1106.0,1106,926.4
3160,1106.0,1106,926.6
3161,1106.0,1106,926.8
3162,1106.0,1106,927
3163,1105.0,1105,927.2
3164,1105.0,1105,927.5
3165,1105.0,1105,927.7
3166,1106.0,1106,927.9
3167,1107.0,1107,928.2
3168,1107.0,1107,928.4
3169,1108.0,1108,928.6
3170,1108.0,1108,928.8
3171,1109.0,1109,929.1
3172,1110.0,1110,929.3
3173,1110.0,1110,929.5
3174,1111.0,1111,929.8
3175,1112.0,1112,930
3176,1112.0,1112,930.2
3177,1113.0,1113,930.4
3178,1113.0,1113,930.6
3179,1114.0,1114,930.8
3180,1115.0,1115,931.1
3181,1115.0,1115,931.3
3182,1116.0,1116,931.5
3183,1116.0,1116,931.7
3184,1117.0,1117,932
3185,1118.0,1118,932.2
3186,1118.0,1118,932.4
3187,1119.0,1119,932.6
3188,1119.0,1119,932.9
3189,1120.0,1120,933.1
3190,1121.0,1121,933.3
3191,1121.0,1121,933.5
3192,1122.0,1122,933.7
3193,1123.0,1123,933.9
3194,1123.0,1123,934.1
3195,1124.0,1124,934.6
3196,1125.0,1125,935.2
3197,1127.0,1127,935.8
3198,1128.0,1128,936.4
3199,1129.0,1129,937
3200,1130.0,1130,937.6
3201,1132.0,1132,938.3
3202,1133.0,1133,938.9
3203,1134.0,1134,939.5
3204,1135.0,1135,940.1
3205,1137.0,1137,940.7
3206,1138.0,1138,941.3
3207,1139.0,1139,942
3208,1140.0,1140,942.6
3209,1142.0,1142,943.2
3210,1143.0,1143,943.8
3211,1144.0,1144,944.4
3212,1145.0,1145,945
3213,1147.0,1147,945.7
3214,1148.0,1148,946.3
3215,1149.0,1149,946.9
3216,1150.0,1150,947.5
3217,1152.0,1152,948.1
3218,1153.0,1153,948.7
3219,1154.0,1154,949.4
3220,1155.0,1155,950
3221,1157.0,1157,950.6
3222,1158.0,1158,951.2
3223,1159.0,1159,951.8
3224,1160.0,1160,952.4
3225,1162.0,1162,953.1
3226,1163.0,1163,954
3227,1165.0,1165,955.2
3228,1167.0,1167,956.4
3229,1169.0,1169,957.6
3230,1171.0,1171,958.8
3231,1172.0,1172,960
3232,1174.0,1174,961.2
3233,1176.0,1176,962.4
3234,1178.0,1178,963.6
3235,1180.0,1180,964.8
3236,1182.0,1182,966
3237,1183.0,1183,967.2
3238,1185.0,1185,968.4
3239,1187.0,1187,969.6
3240,1189.0,1189,970.8
3241,1191.0,1191,972
3242,1193.0,1193,973.2
3243,1194.0,1194,974.4
3244,1196.0,1196,975.6
3245,1198.0,1198,976.8
3246,1200.0,1200,978
3247,1202.0,1202,979.2
3248,1204.0,1204,980.4
3249,1205.0,1205,981.6
3250,1207.0,1207,982.8
3251,1209.0,1209,984
3252,1211.0,1211,985.2
3253,1213.0,1213,986.4
3254,1215.0,1215,987.6
3255,1216.0,1216,988.8
3256,1218.0,1218,990
3257,1220.0,1220,991.1
3258,1222.0,1222,992.3
3259,1224.0,1224,993.4
3260,1225.0,1225,994.6
3261,1227.0,1227,995.8
3262,1229.0,1229,996.9
3263,1231.0,1231,998.1
3264,1233.0,1233,999.2
3265,1234.0,1234,1000
3266,1236.0,1236,1002
3267,1238.0,1238,1003
3268,1240.0,1240,1004
3269,1242.0,1242,1005
3270,1243.0,1243,1006
3271,1245.0,1245,1007
3272,1247.0,1247,1009
3273,1248.0,1248,1010
3274,1248.0,1248,1011
3275,1248.0,1248,1012
3276,1248.0,1248,1013
3277,1248.0,1248,1014
3278,1248.0,1248,1015
3279,1248.0,1248,1017
3280,1248.0,1248,1018
3281,1248.0,1248,1019
3282,1248.0,1248,1020
3283,1248.0,1248,1021
3284,1248.0,1248,1022
3285,1248.0,1248,1024
3286,1248.0,1248,1025
3287,1248.0,1248,1026
3288,1248.0,1248,1027
3289,1248.0,1248,1029
3290,1248.0,1248,1030
3291,1248.0,1248,1031
3292,1248.0,1248,1033
3293,1248.0,1248,1034
3294,1248.0,1248,1036
3295,1248.0,1248,1037
3296,1248.0,1248,1038
3297,1248.0,1248,1040
3298,1248.0,1248,1041
3299,1248.0,1248,1042
3300,1248.0,1248,1044
3301,1248.0,1248,1045
3302,1248.0,1248,1046
3303,1248.0,1248,1048
3304,1248.0,1248,1049
3305,1248.0,1248,1050
3306,1248.0,1248,1052
3307,1248.0,1248,1053
3308,1248.0,1248,1055
3309,1248.0,1248,1056
3310,1248.0,1248,1057
3311,1248.0,1248,1059
3312,1248.0,1248,1060
3313,1248.0,1248,1061
3314,1248.0,1248,1063
3315,1248.0,1248,1064
3316,1248.0,1248,1065
3317,1248.0,1248,1067
3318,1248.0,1248,1068
3319,1248.0,1248,1069
3320,1248.0,1248,1070
3321,1248.0,1248,1071
3322,1248.0,1248,1073
3323,1248.0,1248,1074
3324,1248.0,1248,1075
3325,1248.0,1248,1076
3326,1248.0,1248,1077
3327,1248.0,1248,1078
3328,1248.0,1248,1079
3329,1248.0,1248,1080
3330,1248.0,1248,1082
3331,1248.0,1248,1083
3332,1248.0,1248,1084
3333,1248.0,1248,1085
3334,1248.0,1248,1086
3335,1248.0,1248,1087
3336,1248.0,1248,1088
3337,1248.0,1248,1089
3338,1248.0,1248,1091
3339,1248.0,1248,1092
3340,1248.0,1248,1093
3341,1248.0,1248,1094
3342,1248.0,1248,1095
3343,1248.0,1248,1096
3344,1248.0,1248,1097
3345,1248.0,1248,1098
3346,1248.0,1248,1099
3347,1248.0,1248,1100
3348,1248.0,1248,1101
3349,1248.0,1248,1101
3350,1248.0,1248,1102
3351,1248.0,1248,1103
3352,1248.0,1248,1103
3353,1248.0,1248,1104
3354,1248.0,1248,1105
3355,1248.0,1248,1105
3356,1248.0,1248,1106
3357,1248.0,1248,1106
3358,1248.0,1248,1107
3359,1248.0,1248,1108
3360,1248.0,1248,1108
3361,1248.0,1248,1109
3362,1248.0,1248,1110
3363,1248.0,1248,1110
3364,1248.0,1248,1111
3365,1248.0,1248,1112
3366,1248.0,1248,1112
3367,1248.0,1248,1113
3368,1248.0,1248,1114
3369,1248.0,1248,1114
3370,1248.0,1248,1115
3371,1248.0,1248,1116
3372,1248.0,1248,1116
3373,1248.0,1248,1117
3374,1248.0,1248,1117
3375,1248.0,1248,1118
3376,1248.0,1248,1119
3377,1248.0,1248,1119
3378,1247.0,1247,1117
3379,1247.0,1247,1116
3380,1246.0,1246,1115
3381,1246.0,1246,1114
3382,1245.0,1245,1113
3383,1245.0,1245,1112
3384,1244.0,1244,1111
3385,1244.0,1244,1110
3386,1243.0,1243,1108
3387,1243.0,1243,1107
3388,1242.0,1242,1106
3389,1242.0,1242,1105
3390,1241.0,1241,1104
3391,1241.0,1241,1103
3392,1240.0,1240,1102
3393,1240.0,1240,1101
3394,1239.0,1239,1099
3395,1239.0,1239,1098
3396,1238.0,1238,1097
3397,1238.0,1238,1096
3398,1237.0,1237,1095
3399,1237.0,1237,1094
3400,1236.0,1236,1093
3401,1236.0,1236,1092
3402,1235.0,1235,1090
3403,1235.0,1235,1089
3404,1234.0,1234,1088
3405,1234.0,1234,1087
3406,1233.0,1233,1086
3407,1232.0,1232,1084
3408,1231.0,1231,1082
3409,1229.0,1229,1080
3410,1227.0,1227,1077
3411,1226.0,1226,1075
3412,1224.0,1224,1073
3413,1222.0,1222,1070
3414,1221.0,1221,1068
3415,1219.0,1219,1066
3416,1217.0,1217,1063
3417,1216.0,1216,1061
3418,1214.0,1214,1059
3419,1212.0,1212,1056
3420,1211.0,1211,1054
3421,1209.0,1209,1052
3422,1207.0,1207,1050
3423,1206.0,1206,1047
3424,1204.0,1204,1045
3425,1202.0,1202,1043
3426,1201.0,1201,1040
3427,1199.0,1199,1038
3428,1197.0,1197,1036
3429,1196.0,1196,1033
3430,1194.0,1194,1031
3431,1192.0,1192,1029
3432,1191.0,1191,1026
3433,1189.0,1189,1024
3434,1187.0,1187,1022
3435,1186.0,1186,1020
3436,1184.0,1184,1017
3437,1182.0,1182,1015
3438,1181.0,1181,1013
3439,1179.0,1179,1011
3440,1178.0,1178,1009
3441,1177.0,1177,1007
3442,1176.0,1176,1005
3443,1174.0,1174,1003
3444,1173.0,1173,1001
3445,1172.0,1172,999.3
3446,1170.0,1170,997.4
3447,1169.0,1169,995.4
3448,1168.0,1168,993.5
3449,1166.0,1166,991.6
3450,1165.0,1165,989.6
3451,1164.0,1164,987.7
3452,1163.0,1163,985.8
3453,1161.0,1161,983.8
3454,1160.0,1160,981.9
3455,1159.0,1159,980
3456,1157.0,1157,978.1
3457,1156.0,1156,976.1
3458,1155.0,1155,974.2
3459,1153.0,1153,972.3
3460,1152.0,1152,970.3
3461,1151.0,1151,968.4
3462,1150.0,1150,966.5
3463,1148.0,1148,964.6
3464,1147.0,1147,962.7
3465,1146.0,1146,960.7
3466,1144.0,1144,958.8
3467,1143.0,1143,956.9
3468,1142.0,1142,955.1
3469,1141.0,1141,953.5
3470,1140.0,1140,951.8
3471,1139.0,1139,950.2
3472,1138.0,1138,948.6
3473,1137.0,1137,946.9
3474,1136.0,1136,945.3
3475,1135.0,1135,943.7
3476,1134.0,1134,942
3477,1133.0,1133,940.4
3478,1132.0,1132,938.8
3479,1131.0,1131,937.1
3480,1130.0,1130,937.1
3481,1129.0,1129,935.4
3482,1128.0,1128,933.8
3483,1127.0,1127,932.1
3484,1126.0,1126,930.5
3485,1125.0,1125,928.9
3486,1124.0,1124,927.4
3487,1123.0,1123,927.2
3488,1122.0,1122,925.6
3489,1121.0,1121,925.6
3490,1120.0,1120,925.2
3491,1119.0,1119,923.6
3492,1118.0,1118,923
3493,1117.0,1117,923.1
3494,1116.0,1116,923.3
3495,1115.0,1115,923.5
3496,1114.0,1114,923.7
3497,1113.0,1113,924
3498,1112.0,1112,924.1
3499,1111.0,1111,924.3
3500,1111.0,1111,924.6
3501,1111.0,1111,924.8
3502,1111.0,1111,925
3503,1111.0,1111,925.2
3504,1110.0,1110,925.4
3505,1110.0,1110,925.7
3506,1110.0,1110,925.9
3507,1110.0,1110,926.1
3508,1110.0,1110,926.3
3509,1109.0,1109,926.6
3510,1109.0,1109,926.8
3511,1109.0,1109,927
3512,1109.0,1109,927.2
3513,1109.0,1109,927.5
3514,1108.0,1108,927.7
3515,1108.0,1108,927.9
3516,1108.0,1108,928.1
3517,1108.0,1108,928.3
3518,1108.0,1108,928.6
3519,1107.0,1107,928.8
3520,1107.0,1107,929
3521,1107.0,1107,929.2
3522,1107.0,1107,929.5
3523,1107.0,1107,929.7
3524,1106.0,1106,929.9
3525,1106.0,1106,930.1
3526,1106.0,1106,930.4
3527,1106.0,1106,930.6
3528,1106.0,1106,930.8
3529,1105.0,1105,931
3530,1106.0,1106,931.3
3531,1106.0,1106,931.5
3532,1107.0,1107,931.7
3533,1107.0,1107,931.9
3534,1108.0,1108,932.1
3535,1109.0,1109,932.4
3536,1109.0,1109,932.6
3537,1110.0,1110,932.8
3538,1110.0,1110,933
3539,1111.0,1111,933.3
3540,1112.0,1112,933.5
3541,1112.0,1112,933.7
3542,1113.0,1113,933.9
3543,1113.0,1113,934.2
3544,1114.0,1114,934.4
3545,1115.0,1115,934.6
3546,1115.0,1115,934.8
3547,1116.0,1116,935
3548,1117.0,1117,935.3
3549,1117.0,1117,935.5
3550,1118.0,1118,935.7
3551,1118.0,1118,935.9
3552,1119.0,1119,936.1
3553,1120.0,1120,936.4
3554,1120.0,1120,936.6
3555,1121.0,1121,936.8
3556,1121.0,1121,937
3557,1122.0,1122,937.2
3558,1123.0,1123,937.5
3559,1123.0,1123,937.7
3560,1124.0,1124,938.1
3561,1125.0,1125,938.7
3562,1127.0,1127,939.4
3563,1128.0,1128,940
3564,1129.0,1129,940.6
3565,1130.0,1130,941.2
3566,1132.0,1132,941.8
3567,1133.0,1133,942.4
3568,1134.0,1134,943.1
3569,1135.0,1135,943.7
3570,1137.0,1137,944.3
3571,1138.0,1138,944.9
3572,1139.0,1139,945.5
3573,1141.0,1141,946.1
3574,1142.0,1142,946.8
3575,1143.0,1143,947.4
3576,1144.0,1144,948
3577,1146.0,1146,948.6
3578,1147.0,1147,949.2
3579,1148.0,1148,949.8
3580,1149.0,1149,950.5
3581,1151.0,1151,951.1
3582,1152.0,1152,951.7
3583,1153.0,1153,952.3
3584,1154.0,1154,952.9
3585,1156.0,1156,953.5
3586,1157.0,1157,954.2
3587,1158.0,1158,954.8
3588,1159.0,1159,955.4
3589,1161.0,1161,956
3590,1162.0,1162,956.6
3591,1163.0,1163,957.5
3592,1165.0,1165,958.7
3593,1167.0,1167,959.9
3594,1169.0,1169,961.1
3595,1171.0,1171,962.3
3596,1173.0,1173,963.5
3597,1174.0,1174,964.8
3598,1176.0,1176,966
3599,1178.0,1178,967.2
3600,1180.0,1180,968.4
3601,1182.0,1182,969.6
3602,1184.0,1184,970.8
3603,1185.0,1185,972
3604,1187.0,1187,973.2
3605,1189.0,1189,974.4
3606,1191.0,1191,975.6
3607,1193.0,1193,976.8
3608,1195.0,1195,978
3609,1196.0,1196,979.2
3610,1198.0,1198,980.4
3611,1200.0,1200,981.6
3612,1202.0,1202,982.8
3613,1204.0,1204,984
3614,1206.0,1206,985.2
3615,1207.0,1207,986.4
3616,1209.0,1209,987.6
3617,1211.0,1211,988.8
3618,1213.0,1213,990
3619,1215.0,1215,991.2
3620,1217.0,1217,992.4
3621,1218.0,1218,993.6
3622,1220.0,1220,994.7
3623,1222.0,1222,995.9
3624,1224.0,1224,997
3625,1226.0,1226,998.2
3626,1227.0,1227,999.4
3627,1229.0,1229,1001
3628,1231.0,1231,1002
3629,1233.0,1233,1003
3630,1235.0,1235,1004
3631,1236.0,1236,1005
3632,1238.0,1238,1006
3633,1240.0,1240,1007
3634,1242.0,1242,1009
3635,1244.0,1244,1010
3636,1245.0,1245,1011
3637,1247.0,1247,1012
3638,1248.0,1248,1013
3639,1248.0,1248,1014
3640,1248.0,1248,1016
3641,1248.0,1248,1017
3642,1248.0,1248,1018
3643,1248.0,1248,1019
3644,1248.0,1248,1020
3645,1248.0,1248,1021
3646,1248.0,1248,1023
3647,1248.0,1248,1024
3648,1248.0,1248,1025
3649,1248.0,1248,1026
3650,1248.0,1248,1027
