TMSim_D,TMSim_H,,FSCA_Year,FSCA_D,FSCA_H,,Uconn_D,U-Conn_H,BCI_D,BCI_H,WES_D,WES_H,UF_D,UF_H
3552,4.16,,,,,,,,,,,,,
3553,4.16,,,,,,,,,,,,,
3554,4.159,,,,,,,,,,,,,
3555,4.159,,,,,,,,,,,,,
3556,4.159,,,,,,,,,,,,,
3557,4.159,,,,,,,,,,,,,
3558,4.159,,,,,,,,,,,,,
3559,4.159,,,,,,,,,,,,,
3560,4.159,,,,,,,,,,,,,
3561,4.159,,,,,,,,,,,,,
3562,4.159,,,,,,,,,,,,,
3563,4.158,,,,,,,,,,,,,
3564,4.158,,,,,,,,,,,,,
3565,4.158,,,,,,,,,,,,,
3566,4.158,,,,,,,,,,,,,
3567,4.158,,,,,,,,,,,,,
3568,4.158,,,,,,,,,,,,,
3569,4.158,,,,,,,,,,,,,
3570,4.158,,,,,,,,,,,,,
3571,4.158,,,,,,,,,,,,,
3572,4.158,,,,,,,,,,,,,
3573,4.157,,,,,,,,,,,,,
3574,4.157,,,,,,,,,,,,,
3575,4.157,,,,,,,,,,,,,
3576,4.157,,,,,,,,,,,,,
3577,4.157,,,,,,,,,,,,,
3578,4.157,,,,,,,,,,,,,
3579,4.157,,,,,,,,,,,,,
3580,4.157,,,,,,,,,,,,,
3581,4.157,,,,,,,,,,,,,
3582,4.157,,,,,,,,,,,,,
3583,4.156,,,,,,,,,,,,,
3584,4.156,,,,,,,,,,,,,
3585,4.156,,,,,,,,,,,,,
3586,4.156,,,,,,,,,,,,,
3587,4.156,,,,,,,,,,,,,
3588,4.156,,,,,,,,,,,,,
3589,4.156,,,,,,,,,,,,,
3590,4.156,,,,,,,,,,,,,
3591,4.156,,,,,,,,,,,,,
3592,4.156,,,,,,,,,,,,,
3593,4.155,,,,,,,,,,,,,
3594,4.155,,,,,,,,,,,,,
3595,4.155,,,,,,,,,,,,,
3596,4.155,,,,,,,,,,,,,
3597,4.155,,,,,,,,,,,,,
3598,4.155,,,,,,,,,,,,,
3599,4.155,,,,,,,,,,,,,
3600,4.155,,,,,,,,,,,,,
3601,4.155,,,,,,,,,,,,,
3602,4.155,,,,,,,,,,,,,
3603,4.154,,,,,,,,,,,,,
3604,4.154,,,,,,,,,,,,,
3605,4.154,,,,,,,,,,,,,
3606,4.154,,,,,,,,,,,,,
3607,4.154,,,,,,,,,,,,,
3608,4.154,,,,,,,,,,,,,
3609,4.154,,,,,,,,,,,,,
3610,4.154,,,,,,,,,,,,,
3611,4.154,,,,,,,,,,,,,
3612,4.154,,,,,,,,,,,,,
3613,4.153,,,,,,,,,,,,,
3614,4.153,,,,,,,,,,,,,
3615,4.153,,,,,,,,,,,,,
3616,4.153,,,,,,,,,,,,,
3617,4.153,,,,,,,,,,,,,
3618,4.153,,,,,,,,,,,,,
3619,4.153,,,,,,,,,,,,,
3620,4.153,,,,,,,,,,,,,
3621,4.153,,,,,,,,,,,,,
3622,4.153,,,,,,,,,,,,,
3623,4.152,,,,,,,,,,,,,
3624,4.152,,,,,,,,,,,,,
3625,4.152,,,,,,,,,,,,,
3626,4.152,,,,,,,,,,,,,
3627,4.152,,,,,,,,,,,,,
3628,4.152,,,,,,,,,,,,,
3629,4.152,,,,,,,,,,,,,
3630,4.152,,,,,,,,,,,,,
3631,4.152,,,,,,,,,,,,,
3632,4.152,,,,,,,,,,,,,
3633,4.151,,,,,,,,,,,,,
3634,4.151,,,,,,,,,,,,,
3635,4.151,,,,,,,,,,,,,
3636,4.151,,,,,,,,,,,,,
3637,4.151,,,,,,,,,,,,,
3638,4.151,,,,,,,,,,,,,
3639,4.151,,,,,,,,,,,,,
3640,4.151,,,,,,,,,,,,,
3641,4.151,,,,,,,,,,,,,
3642,4.151,,,,,,,,,,,,,
3643,4.151,,,,,,,,,,,,,
3644,4.15,,,,,,,,,,,,,
3645,4.15,,,,,,,,,,,,,
3646,4.15,,,,,,,,,,,,,
3647,4.15,,,,,,,,,,,,,
3648,4.15,,,,,,,,,,,,,
3649,4.15,,,,,,,,,,,,,
3650,4.15,,,,,,,,,,,,,
